用户ID,好坏客户,年龄,负债率,月收入,家属数量
42503,0,32,0.176974718,7000,0
42504,0,59,0.71914043,2000,0
42505,0,56,0.021871583,6400,6
42506,0,46,0.014084507,2200,0
42507,0,43,0.065755449,8120,1
42508,1,40,0.236705318,2500,2
42509,0,57,0,5000,0
42510,0,58,0.279753893,5200,0
42511,0,51,0.387378944,3200,1
42512,1,53,0.471799808,5194,0
42513,0,73,0.014271152,980,0
42514,0,84,0.003098155,7100,0
42515,0,72,16,,0
42516,0,25,0.569892473,650,0
42517,1,54,1.220487196,1600,1
42518,0,60,659,,0
42519,0,54,0.327534493,3333,2
42520,0,46,0.275296627,7500,1
42521,0,23,0.057247259,820,0
42522,1,32,0.908311911,3500,0
42523,0,40,0.012998347,21771,1
42524,0,43,0.581135761,7166,2
42525,0,46,484,,0
42526,0,35,1.058823529,4368,1
42527,0,49,3094,,0
42528,0,25,0.244427364,1300,0
42529,0,70,0.029153355,2503,0
42530,0,73,0,385,0
42531,0,70,0.106846967,10500,0
42532,0,54,0.547693686,11164,0
42533,1,32,0.318729785,3400,0
42534,0,35,0.378430244,5210,1
42535,0,43,0.482919513,6000,0
42536,0,73,180,,0
42537,1,51,0.070289983,17000,6
42538,0,58,1.139657655,6250,0
42539,0,69,0.347963372,9500,1
42540,0,64,4458,,0
42541,0,58,0.732238486,2800,0
42542,0,54,0.465306939,5000,0
42543,0,54,0.479634691,15000,1
42544,0,46,0.278350515,3200,0
42545,0,22,0.214881334,1558,0
42546,0,68,0.033149171,3800,0
42547,0,51,0.238169123,11600,4
42548,0,68,0.242298533,13016,0
42549,0,50,0.041494813,8000,0
42550,0,62,2144,,0
42551,0,51,0.434250394,8250,1
42552,0,53,0.072652902,5133,0
42553,0,45,0.362804144,4150,0
42554,0,78,0.146107284,4790,0
42555,0,61,1858,,0
42556,0,86,0.001332889,3000,0
42557,1,56,0.296330444,5422,0
42558,0,30,0.252358823,7100,0
42559,0,46,0.386829613,9900,4
42560,0,60,0.166692704,6400,1
42561,0,61,0.060253985,3700,0
42562,0,36,0.083642586,45000,2
42563,0,63,355,,0
42564,0,59,0.329567256,9381,0
42565,0,49,0.87089403,3500,0
42566,0,46,0.247448345,4016,0
42567,0,60,0.507605389,2300,0
42568,0,61,1102,,1
42569,0,28,0,1200,0
42570,0,56,336,,0
42571,1,52,0,4200,5
42572,0,32,0.195915763,4700,0
42573,0,52,0.340895802,8550,1
42574,0,34,0.284868319,6416,1
42575,0,66,0.739948119,3083,0
42576,0,63,0.278715161,8000,0
42577,1,36,0.505936263,4800,3
42578,0,74,107,,
42579,0,46,0.596355427,6200,1
42580,0,57,0.141190007,6083,0
42581,0,39,0.288435578,20000,2
42582,0,73,76,,0
42583,0,36,0.183641975,2591,2
42584,0,54,0.150821895,5900,0
42585,0,32,0.0869619,8083,0
42586,0,69,0,12500,0
42587,0,26,0.08420351,4500,0
42588,0,42,0.675078864,4120,0
42589,0,60,0.261639532,3500,1
42590,0,66,0.50965251,2848,0
42591,0,56,119,,0
42592,0,42,2400,,0
42593,0,62,0.496790434,7944,0
42594,0,77,0.006996502,2000,0
42595,0,28,0.110920245,4074,0
42596,0,57,0.633072469,15716,1
42597,0,42,0.344550208,7458,0
42598,0,58,0.271491403,2500,1
42599,0,59,0.420116054,7754,0
42600,0,56,0.51521884,4500,0
42601,0,58,0.657907662,4071,0
42602,0,49,0.254697759,4416,0
42603,0,65,0.026297086,5627,1
42604,0,57,0.303097938,11200,2
42605,0,42,0.254372814,2000,1
42606,0,53,0.394157663,7496,1
42607,0,58,0.21937468,11705,1
42608,0,52,0.643981852,3746,0
42609,0,69,0.283250287,7826,0
42610,0,73,0.176100629,2702,0
42611,0,33,0.287742683,3450,0
42612,0,57,0,9000,0
42613,0,46,0.25109956,2500,0
42614,1,59,569,,1
42615,0,62,7970,,0
42616,0,40,0.272104181,5835,0
42617,0,30,988,,
42618,0,49,0.925744489,7756,1
42619,0,59,0.315860505,18523,1
42620,0,57,0.511329916,7413,0
42621,0,44,0.430087154,7916,1
42622,1,58,0.370136187,6167,1
42623,0,53,0.172971563,7665,5
42624,0,31,0.178895301,2425,1
42625,0,86,0,,
42626,0,56,0.267094017,6083,0
42627,0,48,0.12808904,5300,1
42628,0,67,0.328398385,5200,2
42629,0,82,0.002698651,3334,0
42630,0,29,0.182117283,5166,0
42631,0,41,0.31747016,6450,3
42632,0,32,0.076889279,2275,1
42633,0,55,0.44501571,3500,1
42634,0,47,0.219501672,9270,1
42635,0,30,0.520368947,1300,1
42636,0,49,0.39329806,4535,0
42637,0,37,835,,2
42638,0,39,0.551074821,6000,2
42639,0,66,0.548826291,2129,1
42640,0,59,1517,,1
42641,0,68,0.000869943,2298,0
42642,1,37,0,1738,0
42643,0,44,0.351581941,5625,1
42644,0,47,0.412794001,8800,0
42645,0,50,0.32260228,8945,3
42646,0,86,508,,0
42647,0,48,0.504033672,2850,3
42648,0,52,0.686465083,8333,1
42649,0,55,0.333501006,21867,0
42650,0,32,0.566968781,4964,1
42651,0,64,0.105630729,6872,2
42652,0,60,0.37838446,13332,1
42653,0,60,0.66136888,3900,5
42654,0,72,1.14349704,6250,1
42655,0,50,0.317188668,12036,0
42656,0,49,3510,,2
42657,0,40,0.043304464,1500,2
42658,0,46,0.33167638,5833,4
42659,0,56,0.411155508,12262,3
42660,0,64,0.190461725,6583,0
42661,0,46,0.203089505,2200,0
42662,0,44,0.31799613,4650,3
42663,0,39,0.387540453,7415,0
42664,0,63,252,,0
42665,0,33,1741,,1
42666,0,63,2807,,
42667,0,62,0.119925338,15000,0
42668,1,49,0.061508368,4600,0
42669,1,34,0.544186047,2579,0
42670,0,44,1354,,0
42671,0,71,0.0979565,18252,1
42672,1,47,0.588043256,4900,1
42673,0,55,0.423394151,4000,0
42674,0,42,0.247420206,12500,2
42675,0,52,0.510711225,2333,0
42676,0,46,0.041973107,13460,3
42677,0,54,0.308586427,8000,0
42678,0,52,0.153871456,15200,3
42679,0,55,0.93029277,5020,1
42680,0,75,0.114098587,2900,0
42681,0,43,0.590170762,2400,0
42682,0,63,1457,,0
42683,0,27,0.253164557,1500,0
42684,0,56,0.092888515,10700,0
42685,0,63,0.199036323,10791,0
42686,0,50,0.16091954,2000,2
42687,0,32,0.287492501,6667,1
42688,0,46,0.096161783,4845,2
42689,0,39,0.102780807,3667,1
42690,0,56,0.078084556,4635,0
42691,0,60,0.367166474,2600,1
42692,0,25,0.055327186,9000,1
42693,0,67,0.05811138,825,0
42694,0,24,78,,0
42695,0,34,0.4915017,5000,2
42696,0,46,0.01511879,8333,2
42697,0,47,0.939789742,3138,0
42698,0,56,0.205727084,6250,2
42699,0,71,0.160709823,4000,0
42700,0,71,0.176856816,16600,1
42701,1,74,0.232900137,2923,0
42702,0,58,0.279588565,7485,2
42703,0,64,243,,0
42704,0,24,1.269614836,700,0
42705,1,54,0.207858638,4300,0
42706,0,53,2817,,0
42707,0,54,0.449461053,4916,3
42708,0,48,0.382193912,13500,1
42709,0,46,0.238273142,7226,2
42710,0,40,1.551368421,4749,2
42711,1,61,0,,
42712,0,76,0.140358184,2400,0
42713,0,41,0.364961983,9600,2
42714,0,61,0.395344186,25000,0
42715,0,45,0.278144371,5000,2
42716,0,30,0.340797981,6340,0
42717,0,48,0.085562549,10167,0
42718,0,55,0.809141225,5600,2
42719,0,43,0.111812681,3800,0
42720,0,72,0.00657049,7000,1
42721,0,34,0.33096972,5217,1
42722,1,43,2707,,2
42723,0,48,0.206631069,8052,2
42724,0,46,0.270094723,11084,0
42725,0,79,0.120783007,2400,0
42726,0,69,0.007832028,6000,0
42727,0,56,0.205287976,5937,0
42728,1,44,0.882592928,6617,2
42729,0,32,0.484522207,5200,1
42730,0,57,0.051237191,4000,0
42731,0,44,0.433349778,10134,0
42732,0,84,0.014819805,5937,0
42733,1,39,0.136668092,7016,0
42734,0,49,0.391418309,10300,3
42735,0,73,872,,0
42736,0,32,0.476511655,8450,0
42737,0,78,0.000239981,4166,1
42738,0,44,0.309995826,9583,0
42739,0,37,0.168979745,5331,2
42740,0,60,3713,,0
42741,0,49,0.2197733,3175,0
42742,0,54,0.561485246,7082,2
42743,0,70,70,,0
42744,0,45,0.084718208,11071,1
42745,0,73,0.502368006,5700,0
42746,0,42,2865,,0
42747,0,37,0.296876383,11300,4
42748,0,40,1.073785243,5000,2
42749,0,57,0.227755362,9417,1
42750,0,62,0.344275954,6000,0
42751,0,59,0.532781031,7000,0
42752,0,22,0,201,0
42753,0,77,0.346706662,8000,0
42754,0,41,704,,3
42755,0,76,0.004213101,7357,0
42756,0,30,0,1400,0
42757,0,22,0.12195122,2500,0
42758,0,53,0.278917401,25641,3
42759,0,65,0.184305256,4166,0
42760,0,46,0.288265306,5095,0
42761,0,68,0.304555896,5223,1
42762,0,61,0.501982161,4035,0
42763,0,72,0.825292026,1968,0
42764,0,47,0.138300405,4200,1
42765,0,51,2631,,4
42766,1,53,0.205621302,6083,0
42767,0,68,0.003331945,2400,0
42768,0,36,1.393450185,2167,4
42769,0,49,0.348046677,7883,1
42770,0,54,0.119704571,7175,0
42771,0,35,0.229395801,7000,0
42772,0,30,0.265402147,6800,0
42773,0,54,0.892575928,5333,0
42774,0,63,0.203977177,11917,1
42775,0,59,0.706850926,3400,1
42776,0,64,275,,0
42777,0,58,0.188422247,2642,0
42778,0,55,9,,0
42779,0,24,0.194573367,2800,0
42780,1,54,476,,0
42781,0,33,0.738815296,4000,0
42782,0,43,0.408327334,8333,2
42783,0,43,0.826902047,6400,4
42784,0,52,0.178269089,12166,0
42785,0,71,0.318030999,22000,0
42786,0,54,863,,0
42787,0,75,0.269367158,7331,1
42788,0,54,0.30988092,11000,2
42789,0,49,0.635458549,5222,0
42790,0,49,0.531861724,2400,0
42791,0,63,3028,,
42792,0,57,0.169584193,20850,3
42793,0,45,0.581543035,7400,0
42794,0,67,0.439883646,6187,0
42795,0,41,1593,,3
42796,0,53,0.444511098,3333,0
42797,0,59,0.376862745,5099,0
42798,0,59,1366,,0
42799,0,31,0.406318736,5000,0
42800,0,56,2772,,0
42801,0,42,2627,,
42802,0,55,0.495267298,7500,1
42803,0,52,0.02292769,1700,0
42804,1,39,0.357607065,6000,0
42805,0,69,2104,,0
42806,0,25,0.035990403,3750,0
42807,0,42,0.615297392,9700,1
42808,0,44,0.61610467,9400,0
42809,0,65,0.367013999,9500,1
42810,0,84,0.014746313,4000,0
42811,0,43,0.256754072,10067,1
42812,0,44,0.251147267,7190,2
42813,0,57,0.209089035,9703,2
42814,0,26,0.17988008,1500,0
42815,0,31,0.274952015,2083,0
42816,0,46,0.174484613,3346,0
42817,0,56,2808,,0
42818,0,63,0.369895599,15133,0
42819,0,62,387,,3
42820,0,60,0.00591466,2366,1
42821,0,42,0.146694523,6700,0
42822,0,53,1653,,0
42823,0,71,0.179982002,10000,1
42824,0,54,1594,,1
42825,0,57,0.240144734,5250,0
42826,0,39,0.454898807,7460,1
42827,0,59,0.860308025,3700,0
42828,1,32,788,,0
42829,0,41,0.410359672,7200,3
42830,0,54,0.433300517,8125,0
42831,1,48,0.637963648,12158,4
42832,0,54,0.456644247,5500,1
42833,0,70,1968,,1
42834,0,32,0.181204699,4000,0
42835,0,61,5334,,2
42836,0,63,0.680886519,6000,1
42837,0,64,1,0,0
42838,0,41,0.228554289,5000,0
42839,0,40,0.292341532,5000,1
42840,0,80,464,,0
42841,0,66,0.00539892,5000,1
42842,0,26,0.099214847,1400,1
42843,0,68,430,,0
42844,0,50,0.282382341,2400,0
42845,0,57,0.36152594,14128,1
42846,0,47,0.363599265,4900,3
42847,0,47,681,,0
42848,0,75,0.094226443,4000,0
42849,0,78,380,0,0
42850,0,72,0,3339,0
42851,0,52,0.107473132,4000,0
42852,0,51,0.382286634,3104,0
42853,0,69,12.71013932,2583,0
42854,0,61,0.07768094,5277,0
42855,0,58,2246,,1
42856,0,52,0.364815997,4700,0
42857,0,91,0,,
42858,0,63,1.30989011,1819,0
42859,0,59,0.379077353,8583,0
42860,0,68,0.04373102,11524,0
42861,0,41,0.218520986,1500,3
42862,1,42,0.610770089,3583,0
42863,0,25,0.779026217,800,1
42864,0,30,0.101694915,2300,0
42865,0,50,0.081209609,8200,1
42866,0,53,0.146405991,22300,1
42867,0,76,0.15202525,1900,0
42868,0,68,0.502622243,12965,2
42869,0,49,0.335686053,10625,2
42870,0,31,1.104456825,1435,0
42871,0,83,0.40960727,3080,1
42872,0,50,299,,0
42873,1,59,0.033861621,14322,0
42874,0,78,0.23932335,3605,0
42875,0,42,0.433962264,4663,1
42876,0,72,0.309714607,7112,1
42877,0,33,0.918121847,2576,0
42878,0,51,0.486568089,12916,1
42879,0,62,0.874382885,14583,0
42880,0,37,0.203265578,3000,0
42881,0,30,0.358940177,6000,1
42882,0,61,0.648763681,4933,2
42883,0,66,679,,0
42884,0,54,0.160861444,9100,2
42885,0,31,0.86115932,2880,0
42886,0,53,0.048600884,2036,0
42887,0,54,0.257556603,8700,0
42888,1,32,190,,0
42889,0,40,0.191472114,6167,0
42890,0,48,0.37614399,9833,0
42891,0,44,0.657801987,3120,2
42892,0,46,3053,,0
42893,0,79,0.299793684,6300,0
42894,0,49,0.707406815,6250,1
42895,0,65,425,,
42896,0,41,0.262924569,30000,3
42897,0,36,961,,1
42898,0,80,0.298500357,4200,0
42899,0,47,0.124925005,15000,4
42900,0,45,0.384199865,5923,1
42901,0,43,0.203215371,10200,5
42902,0,29,3066,,0
42903,0,35,0.972864896,3500,2
42904,0,50,0.69065713,6710,0
42905,0,43,0.009006259,6550,0
42906,0,41,0.169721495,4200,0
42907,0,50,0.101353697,2880,1
42908,0,56,5903,,0
42909,0,61,0.00259948,5000,1
42910,0,50,0.014513788,6200,0
42911,0,55,0.212275035,6500,2
42912,0,64,0.49741837,13750,1
42913,0,48,2492,,0
42914,0,26,0.538820393,3000,1
42915,0,36,0.381736831,4916,2
42916,0,34,0.461544871,12000,3
42917,0,30,0.106978604,5000,0
42918,0,31,0.185230661,5700,0
42919,0,58,0.189306672,4600,0
42920,0,49,0,3000,0
42921,0,49,0.727017763,3208,1
42922,0,77,0.575914586,6368,1
42923,0,50,0.154417223,4040,1
42924,0,40,0.30823059,3000,2
42925,0,26,0.103166987,2083,0
42926,0,46,0.490859959,6290,2
42927,0,72,993,,0
42928,0,45,0.434085096,4300,4
42929,1,38,0.547556555,8000,3
42930,0,73,10,,0
42931,0,56,0.50281767,5500,0
42932,1,23,0.002497918,1200,0
42933,0,66,0.29312192,14000,0
42934,0,47,0.697426651,6100,4
42935,1,34,0.283177109,4053,0
42936,0,49,0,3100,1
42937,0,36,0.199872693,6283,1
42938,0,70,0.289067975,2853,0
42939,0,53,0.675639155,18500,2
42940,0,43,0.815211372,5416,1
42941,0,28,0.169929196,2400,2
42942,1,59,159,,0
42943,0,71,0.69516935,1800,0
42944,0,57,0.237813302,15200,2
42945,0,51,0.083346665,6250,0
42946,0,53,0.485025093,6176,0
42947,0,67,0.371628796,4708,0
42948,1,23,0.089385475,1789,0
42949,0,43,1.144781145,5939,0
42950,0,58,0.394343781,8167,3
42951,0,70,0.164688857,3454,0
42952,0,49,0.264999155,5916,3
42953,0,48,0.236325138,8500,2
42954,0,34,0.364885973,3200,1
42955,0,71,1680,,0
42956,0,54,1.398001665,1200,1
42957,0,54,0.349810276,9750,1
42958,0,44,0.467237993,5600,0
42959,0,48,0.118888111,10000,2
42960,0,44,0.5940771,11750,1
42961,0,59,2525,,0
42962,0,53,0.069331668,1600,0
42963,0,66,602,,0
42964,1,39,0.943906318,6916,1
42965,0,67,0.024390244,2500,0
42966,0,53,0.1433213,2769,1
42967,0,47,0.339830314,4360,0
42968,0,78,119,,0
42969,0,48,0.465553445,10000,2
42970,0,82,0.411278496,7500,0
42971,0,41,0.213196701,4000,2
42972,0,69,0.491143911,5419,0
42973,0,32,1481,,0
42974,0,83,40,,
42975,0,47,0.331195697,4833,2
42976,0,56,0.125,8303,1
42977,0,75,0.172977885,3300,0
42978,0,84,0.010663112,3000,0
42979,0,32,0.08041958,857,0
42980,0,82,0.005808971,10500,0
42981,0,82,0.003085362,5833,0
42982,0,48,0.384608012,10433,2
42983,0,70,0.10603559,5450,0
42984,1,58,0.795918367,440,1
42985,0,44,0.182802866,6000,0
42986,0,49,0.093037777,3202,0
42987,0,57,0.35353851,6400,2
42988,0,33,158,,
42989,0,46,6185,,3
42990,0,59,0.537378733,5256,0
42991,0,42,0.271432142,4000,2
42992,1,28,0.118529097,2800,0
42993,0,54,0.366737029,9000,0
42994,0,44,0.064587083,5000,2
42995,0,40,0.086652225,6000,0
42996,0,41,3280,,0
42997,0,63,25,,0
42998,0,42,0.157800785,2800,0
42999,0,37,0.37607704,1972,0
43000,0,27,0.607998334,4800,0
43001,0,65,0.328053756,4166,0
43002,0,57,0.355669745,14400,3
43003,0,38,0.394555645,6244,3
43004,0,67,16788,,0
43005,0,70,0.005499083,6000,0
43006,0,36,0,1000,0
43007,0,40,0.34624032,4002,3
43008,0,46,0.290677331,4000,2
43009,0,32,0.935907336,2589,0
43010,0,33,0.202387545,16250,1
43011,0,69,0,,
43012,0,58,0.457565116,6833,2
43013,0,67,0.301196809,7519,3
43014,0,47,3723,,2
43015,0,66,1.130217446,4000,0
43016,0,60,0.187431574,13700,1
43017,0,51,0.538684319,7250,3
43018,0,49,1.203084833,3500,1
43019,0,54,690,,
43020,0,48,0.273480466,14000,3
43021,0,76,0.027794441,5000,0
43022,0,31,0.350680071,1690,0
43023,0,61,1518,,0
43024,1,73,0.588342857,4374,0
43025,1,63,0.523548518,4925,1
43026,0,48,0.315326071,6700,0
43027,0,41,0.113604488,4990,0
43028,0,22,0,0,0
43029,0,45,0.328614009,4025,2
43030,0,41,0,7446,0
43031,0,70,0.244086148,8496,0
43032,0,49,0.048299892,8322,0
43033,0,46,1960,,
43034,0,77,0.359875905,2900,1
43035,0,66,415,,0
43036,0,58,292,,1
43037,0,57,0.31292177,4000,0
43038,0,65,0.302739452,5000,0
43039,0,61,0.065804935,5105,0
43040,0,26,0.001129518,2655,1
43041,0,42,0.23766482,30866,0
43042,0,73,0.007496252,3334,0
43043,0,46,0.002662579,12393,0
43044,0,62,3967,,4
43045,0,29,0,1150,0
43046,0,74,0.476904619,5000,0
43047,0,34,1720,,0
43048,0,59,0.366807376,4500,2
43049,0,37,0.225618945,4644,0
43050,0,30,0.094572025,4789,3
43051,0,56,0.208,5749,0
43052,0,65,0.006973644,9750,0
43053,1,48,0.390227082,20300,3
43054,0,41,0.534774067,2544,2
43055,0,42,0.602879424,5000,2
43056,0,37,1.108039132,4701,1
43057,0,59,0.207597646,14951,1
43058,0,46,0.331172937,6325,1
43059,0,55,5171,,0
43060,0,45,0.23915217,5000,0
43061,0,64,0.234269953,5800,1
43062,0,57,2182,,0
43063,0,48,0.320035461,6767,3
43064,0,38,99,,0
43065,0,65,0.414105941,3416,0
43066,0,59,958,,0
43067,0,35,0.58167675,3470,0
43068,0,53,0.375683635,7130,1
43069,0,66,0.006569552,3500,0
43070,0,44,0.209108848,18750,4
43071,0,67,0.55606342,7000,0
43072,0,35,2461,0,3
43073,0,41,0.351308232,3133,1
43074,0,87,10,,0
43075,1,46,0.258632182,7500,2
43076,0,50,0.364046734,3765,1
43077,1,47,0.518716578,4300,0
43078,1,35,0.306203082,2530,0
43079,0,59,1271,,0
43080,0,43,0.774445111,5000,2
43081,0,48,0.283429143,4000,0
43082,0,50,0.462985004,4200,2
43083,0,51,0.351968986,4900,0
43084,0,33,0.089734211,4100,0
43085,0,60,0.028959934,9633,0
43086,0,46,0.111483655,8350,5
43087,0,28,0.090181964,5000,1
43088,0,53,0.242149664,6400,0
43089,0,49,0.175874888,7800,2
43090,0,49,0.433427762,3176,0
43091,0,75,0.213551791,3600,0
43092,0,42,0.463307013,4305,2
43093,0,59,0.085832949,6500,0
43094,0,58,0.515388628,1916,1
43095,0,52,0.380080996,6666,2
43096,0,48,0.450708137,3600,0
43097,0,71,0.110788582,6200,0
43098,0,56,0.318952372,11148,1
43099,0,28,0.180363927,5000,1
43100,1,59,0.22195646,24666,0
43101,0,55,0.36854576,10128,1
43102,0,47,0.379675371,2833,0
43103,0,65,2174,,0
43104,0,82,0.163907285,2415,0
43105,1,37,0.321441843,2690,2
43106,0,61,0.868065967,2000,0
43107,1,61,4761,,2
43108,1,33,0.13197196,3280,0
43109,0,65,0.105649058,6000,1
43110,0,57,239,,0
43111,0,32,0.38293825,6833,1
43112,0,67,0.262651889,7488,0
43113,0,68,0.294916325,3166,0
43114,0,79,0.018878401,1800,0
43115,0,45,0.367766087,9883,2
43116,0,61,0.330858698,8081,0
43117,0,50,1.429904466,4500,0
43118,0,56,0.380300958,15350,2
43119,0,43,0.701344039,5728,1
43120,0,43,0.263477844,6250,0
43121,0,57,0.591201257,7000,0
43122,0,27,0.219728949,4500,1
43123,0,23,0.149201943,1440,0
43124,0,62,0.271247529,8600,0
43125,0,69,0.317536301,12533,0
43126,0,48,1408,,0
43127,0,46,0.270145971,5000,0
43128,0,54,1723,,0
43129,1,30,0.237504998,2500,2
43130,0,88,0.075331318,4300,1
43131,0,63,0.043122035,2318,0
43132,0,60,4.747006973,7600,1
43133,0,42,1449,,0
43134,0,53,0.111675127,4333,1
43135,0,24,2.311755361,2517,0
43136,0,61,0.005541069,3067,0
43137,1,65,1.38243007,4575,0
43138,0,49,0.179740507,8400,0
43139,0,64,0.399657925,1753,0
43140,0,66,0.261942052,5107,0
43141,0,50,0.384587878,5592,1
43142,0,37,0.224797457,9750,4
43143,0,69,0.386462469,5288,0
43144,0,28,0.029509757,2100,0
43145,1,51,2831,,0
43146,0,86,1,,0
43147,0,34,0.573237794,6000,0
43148,0,24,0.601616628,865,0
43149,0,38,0.510514772,7750,2
43150,0,47,0.240112384,4626,2
43151,0,55,1.578168733,2500,0
43152,0,51,0.233435542,7500,3
43153,0,55,0.172063687,13000,2
43154,0,72,0.34754522,3869,1
43155,0,61,357,,1
43156,0,49,0.358765366,7483,2
43157,0,50,0.145572818,15833,2
43158,0,48,0.168760034,10588,0
43159,0,50,0.248256053,4873,4
43160,0,62,2222,,0
43161,0,55,0.217229394,12083,0
43162,1,45,0.083314819,4500,0
43163,0,51,0.98114065,4400,3
43164,0,69,11,0,0
43165,0,50,0,4000,0
43166,0,59,747,,0
43167,0,41,0.554653342,1600,0
43168,0,82,17,,0
43169,0,56,7351,,1
43170,0,67,0.129059117,1200,0
43171,0,55,0.011994003,2000,0
43172,0,66,0.623465704,2769,0
43173,0,46,0,3706,0
43174,0,37,0.408847292,12500,2
43175,0,47,1.191659526,3500,1
43176,0,35,0.569810063,3000,0
43177,0,28,0.102435978,1600,0
43178,0,56,1.219852755,3938,0
43179,0,48,0.004204068,8800,1
43180,0,44,0.048310704,9500,2
43181,0,64,0.296845371,5800,2
43182,0,29,0.096858639,9167,0
43183,0,41,0.491049831,6200,0
43184,0,79,0.008997001,3000,0
43185,0,54,0.257096869,6833,0
43186,0,46,1808.5,1,3
43187,0,49,2051,,0
43188,0,43,0.512897421,3333,0
43189,0,44,1865,,0
43190,0,60,870,,0
43191,0,39,0.266090298,1040,2
43192,0,30,0.894785418,4333,1
43193,0,51,0.021056814,5033,0
43194,0,43,0.169894139,3872,0
43195,1,54,0.594966936,5443,0
43196,0,51,0.528191834,10800,2
43197,0,46,1.095115681,2333,2
43198,0,70,1.176548967,1500,3
43199,0,61,0.383774026,9416,1
43200,0,65,0.305525353,10116,0
43201,0,61,1.089285714,3583,0
43202,0,42,0.207362378,8882,1
43203,0,38,0.168561873,4484,3
43204,0,43,0.703218391,4349,1
43205,0,39,1084,,0
43206,0,61,3386,,0
43207,0,38,0.189668232,6600,0
43208,0,57,0.080979755,4000,0
43209,0,62,22,,
43210,1,33,2.35514942,4048,0
43211,1,52,0.264315989,11088,1
43212,0,30,0.358547151,3000,2
43213,0,41,0.115864968,8086,0
43214,0,68,160,,0
43215,0,73,15,,0
43216,0,34,6071,,0
43217,0,60,0.826442526,2200,0
43218,0,40,0.340460983,3600,2
43219,0,65,0.235341551,8680,0
43220,0,54,0.180688473,7000,2
43221,0,62,7656,,0
43222,0,43,2100,,0
43223,0,36,0.091980636,4750,0
43224,0,35,0.839193468,6000,2
43225,0,82,5,,0
43226,0,58,0.291902699,3000,0
43227,0,48,0.384780761,20000,2
43228,0,48,0.018238541,12500,2
43229,0,35,0.304596019,6831,3
43230,0,69,0.302853134,8551,1
43231,0,54,0.205673386,19000,2
43232,0,49,0.321334293,12500,0
43233,1,60,0.283097352,12500,1
43234,0,74,0.29018245,8056,1
43235,0,60,0.556688933,11077,0
43236,0,69,0.099864525,5166,0
43237,0,44,0.036192761,5000,3
43238,0,58,0.480886086,13000,0
43239,0,53,0.01397321,10376,0
43240,0,40,0.19221968,2184,0
43241,0,40,0.298224568,4167,1
43242,0,35,0,3559,2
43243,0,58,0.117600941,2550,0
43244,0,37,2143,,
43245,0,58,0.112289926,10650,1
43246,0,34,0.031869309,3733,2
43247,0,79,0.001480933,2700,0
43248,0,63,1835,,0
43249,1,46,0.870024995,5200,2
43250,0,69,0.159246395,9500,0
43251,0,23,0.048144433,1993,1
43252,0,46,5075,,2
43253,0,28,0.397540984,2683,0
43254,0,46,0.23999077,8666,2
43255,0,67,0.28649427,16666,1
43256,0,41,0.481296758,400,2
43257,0,57,0.414542356,14082,3
43258,0,48,0.202069812,5700,1
43259,0,25,183,1,0
43260,0,64,3254,,3
43261,0,56,0.303895022,4800,5
43262,0,31,0.651269036,3939,1
43263,0,23,0.214616096,1080,0
43264,0,41,1509,,3
43265,0,48,3,,0
43266,0,43,0.273072693,10000,0
43267,0,81,0.385153712,4000,1
43268,0,39,3563,,1
43269,0,35,2104,,0
43270,0,50,0.357075738,5320,1
43271,0,69,0.353574505,6965,2
43272,0,47,0.127174565,3333,0
43273,0,50,0.320163886,10250,0
43274,0,50,0.582370737,7271,0
43275,0,73,0.00779844,1666,0
43276,0,50,0.291401563,5500,0
43277,0,51,0.273911553,2916,0
43278,0,38,0.346646943,6083,1
43279,0,42,0.230153969,5000,2
43280,0,62,0.257298031,7364,0
43281,0,28,0.175697002,1900,2
43282,0,61,0.093190681,10000,1
43283,0,33,0.116076014,3893,0
43284,0,26,0.166014776,2300,0
43285,0,38,0.314802739,6133,1
43286,0,41,14508,,1
43287,0,69,199,1,0
43288,0,79,0,10000,0
43289,0,54,0.304429341,12800,1
43290,0,77,0,,0
43291,0,42,2241,,1
43292,0,63,0.163702593,4666,0
43293,0,32,0.727831431,3416,0
43294,0,60,2520,,1
43295,0,33,0.595867011,12000,0
43296,0,42,1.129226777,13100,6
43297,0,43,0,3583,3
43298,1,62,0.03234792,11128,1
43299,0,49,8717,,0
43300,0,47,0.812773403,8000,1
43301,0,32,0.202069812,5700,3
43302,0,49,3819,,3
43303,0,61,0.349093775,6344,0
43304,0,52,0.27220327,8500,0
43305,0,46,0.92580872,2843,2
43306,0,49,0.100322186,9000,1
